study_hours,sleep_hours,attendance_percentage,assignments_completed,screen_time,coding_interest,logical_reasoning,creativity_score,communication_skill,stress_level,performance_score,career,Data Science,Backend Development,Cybersecurity,UI/UX Design,Web Development,Cloud Computing,Mobile Development,Game Development,DevOps Engineering,Software Testing,recommended_career
2,8,60,2,2,6,8,1,5,6,36.82724077222847,Backend Development,41.0809397164134,41.32231404958677,35.11147218379149,17.51412429378531,23.56321839080459,31.312530704454456,23.999999999999996,25.274725274725274,27.714285714285726,50.000000000000014,Software Testing
5,4,81,5,8,10,7,6,9,1,57.706032798660544,Mobile Development,64.13590922680268,72.7272727272727,63.3371275463274,71.18644067796612,77.58620689655173,62.65477394735479,78.28571428571428,72.52747252747254,64.28571428571429,76.875,Mobile Development
7,7,60,10,7,5,1,3,5,6,58.87755453824101,DevOps Engineering,44.50159570519087,27.685950413223132,40.174562602667294,35.02824858757062,37.931034482758626,36.96112653500924,40.0,34.06593406593407,25.14285714285713,38.125,Data Science
8,9,67,3,10,7,10,3,7,3,72.36403636248025,Cybersecurity,77.91483674344673,57.438016528925615,66.2666895361511,49.15254237288136,56.32183908045977,61.160827874628374,59.999999999999986,57.14285714285716,45.714285714285715,72.50000000000001,Data Science
1,5,76,2,9,6,5,4,7,6,23.978537912121766,DevOps Engineering,24.29202492591861,45.867768595041326,33.31983516485646,51.41242937853108,53.44827586206896,34.71385470439296,55.99999999999999,50.54945054945056,44.57142857142857,43.125,Mobile Development
6,9,67,8,5,10,10,4,5,10,68.80404544979484,Data Science,79.55872204510425,73.55371900826444,59.62518581748102,42.37288135593221,56.896551724137936,56.08302331400278,57.14285714285714,60.439560439560445,46.857142857142854,73.75,Data Science
1,6,72,9,2,2,9,7,2,6,49.64422895301477,DevOps Engineering,45.359955880175214,49.58677685950413,51.97750248617281,33.333333333333336,22.988505747126435,50.083129079547405,20.0,39.56043956043957,56.85714285714285,57.50000000000001,Software Testing
2,7,60,1,7,3,6,3,5,2,32.67383203251214,DevOps Engineering,28.215973233134655,24.38016528925619,32.499265429252915,32.76836158192091,29.885057471264364,28.630450739200082,32.0,32.967032967032964,25.71428571428571,40.0,Software Testing
1,7,70,0,8,2,8,8,7,1,33.18697367587076,UI/UX Design,30.437140096082977,33.88429752066115,42.25595828671117,65.53672316384181,48.85057471264368,40.02131047600621,48.57142857142857,56.04395604395606,43.42857142857144,52.500000000000014,UI/UX Design
5,4,93,1,7,3,10,8,7,3,60.52473337122646,UI/UX Design,59.83272031776793,63.22314049586778,75.17278828379021,64.97175141242938,50.57471264367817,76.81540828312762,49.71428571428571,59.34065934065935,80.0,62.500000000000014,DevOps Engineering
9,6,54,6,7,1,1,7,4,5,57.8137838198305,DevOps Engineering,37.42893659596122,4.545454545454551,36.36087032693743,47.45762711864406,33.9080459770115,31.592958973965708,33.71428571428572,38.46153846153847,11.714285714285708,21.250000000000004,UI/UX Design
6,5,72,9,5,8,10,2,1,4,72.82481437973382,Data Science,79.0547138730949,72.31404958677685,69.07221030171941,16.38418079096045,35.05747126436782,65.31689589610018,36.57142857142857,45.05494505494506,60.571428571428555,68.75,Data Science
1,7,90,0,2,6,7,5,6,7,38.93303413252983,Cloud Computing,40.123063348846756,60.74380165289255,53.41700259907536,41.24293785310734,39.08045977011495,57.021921690218925,37.142857142857146,41.758241758241766,64.85714285714285,42.5,DevOps Engineering
1,7,74,5,6,2,3,6,3,4,24.349355738337934,DevOps Engineering,13.136660490209035,28.92561983471074,31.037330653042726,38.418079096045204,30.459770114942536,32.04573817771639,30.28571428571429,37.36263736263738,43.71428571428571,26.875000000000004,DevOps Engineering
2,4,90,6,4,8,9,10,5,8,46.70306831906416,Data Science,54.50962544145024,80.57851239669421,60.19060900570072,68.92655367231639,67.24137931034483,63.08534197064215,63.42857142857142,76.92307692307693,76.57142857142857,64.37500000000001,Backend Development
9,8,59,8,10,6,6,4,4,7,65.7488800240319,Backend Development,63.12891460939998,42.14876033057852,49.527597499391135,42.93785310734463,50.57471264367817,44.66794237696363,53.7142857142857,53.846153846153854,30.0,51.87500000000001,Data Science
3,5,71,7,2,7,5,10,2,10,47.211438669940065,Game Development,45.28234744066167,51.23966942148761,42.271345075434006,54.23728813559322,53.44827586206896,42.05270240342367,48.57142857142856,64.83516483516483,41.14285714285714,36.25000000000001,Game Development
1,9,68,5,9,1,8,5,7,9,23.760510821024276,Software Testing,21.260713174330476,35.123966942148755,30.038057120141058,50.84745762711863,36.781609195402304,29.400870790215723,38.85714285714286,41.75824175824176,40.85714285714285,53.75,Software Testing
5,6,50,2,7,7,8,9,5,1,56.75202036513153,Cybersecurity,60.010077344748645,36.363636363636346,44.49812601580599,67.79661016949153,66.66666666666667,36.31240366866372,65.14285714285714,74.72527472527474,17.71428571428571,57.500000000000014,Game Development
7,7,56,7,6,3,3,7,7,5,56.230642065308956,DevOps Engineering,42.95636646503056,19.834710743801654,39.13876859453394,58.192090395480236,44.827586206896555,34.42688303476021,43.99999999999999,45.05494505494506,20.0,44.375,UI/UX Design
6,7,53,6,5,8,2,2,9,4,52.52115251041849,DevOps Engineering,46.564453191323416,29.752066115702487,34.29003302542045,43.50282485875706,48.85057471264368,29.118819890731107,50.28571428571428,36.26373626373628,13.142857142857137,51.250000000000014,Software Testing
1,9,50,2,3,6,2,1,4,6,30.287535314157548,DevOps Engineering,22.97249850586812,15.702479338842975,17.16197189569657,15.819209039548019,24.137931034482758,12.84584167962971,25.14285714285714,20.879120879120883,1.4285714285714184,20.625,Mobile Development
5,5,64,8,10,4,5,2,5,1,56.0823006861018,DevOps Engineering,47.7826513572563,36.77685950413222,49.10836521138478,33.898305084745765,37.356321839080465,45.00420788824312,41.71428571428572,37.36263736263737,40.28571428571429,55.625000000000014,Software Testing
5,8,89,1,10,8,10,3,9,6,53.68303374349929,Data Science,63.59774793595031,76.44628099173552,66.46731681981088,57.06214689265536,63.793103448275865,68.11702233054714,67.42857142857143,60.439560439560445,71.71428571428572,71.25,Backend Development
6,7,61,2,4,9,7,2,10,1,61.65467190798397,Backend Development,65.91658237984089,49.173553719008254,53.24193201759998,46.32768361581922,52.29885057471264,47.63958035042303,53.142857142857146,42.85714285714286,31.428571428571427,71.25000000000001,Software Testing
3,5,71,1,3,10,8,3,4,1,46.987580422042825,Data Science,56.812494970762174,62.396694214876035,51.564515988706184,30.508474576271187,47.12643678160919,48.84010398965005,46.857142857142854,49.45054945054947,46.28571428571429,55.625000000000014,Backend Development
5,9,71,0,11,2,10,10,5,8,42.085329463786884,DevOps Engineering,43.62329778999339,40.49586776859504,46.59454683257038,74.01129943502825,59.19540229885059,45.00595358143335,59.42857142857143,73.62637362637363,42.857142857142854,46.25000000000001,UI/UX Design
7,4,99,3,8,6,8,9,5,2,64.31854256147672,Cybersecurity,65.1340786540055,74.79338842975206,79.44562425250109,68.36158192090396,64.94252873563218,82.60434729768113,64.0,73.62637362637363,88.28571428571428,57.500000000000014,DevOps Engineering
5,8,96,4,3,5,8,4,8,10,57.42953691952809,Cloud Computing,56.89725600844508,70.24793388429751,68.19467730787933,43.50282485875707,37.356321839080465,72.58186565967037,36.57142857142857,37.36263736263737,78.57142857142857,58.12500000000001,DevOps Engineering
5,6,66,5,7,5,10,9,4,6,44.19416950558457,DevOps Engineering,50.73112548087677,52.47933884297521,46.03406887143684,62.14689265536724,56.89655172413792,42.7632100896741,55.42857142857143,70.32967032967034,44.57142857142857,61.875000000000014,Game Development
5,7,78,4,7,10,3,3,4,6,46.69866166029283,Mobile Development,47.223182098324855,57.43801652892561,46.35135953477537,37.28813559322034,56.32183908045978,47.52084245550019,58.285714285714285,52.74725274725276,46.28571428571429,35.0,Mobile Development
3,5,95,0,7,3,2,1,7,6,29.01315050256173,DevOps Engineering,17.55624378247258,40.49586776859504,44.6623588066426,29.378531073446336,26.436781609195403,51.01622507352263,29.714285714285708,19.780219780219788,62.857142857142854,21.250000000000004,DevOps Engineering
1,4,63,2,7,8,4,5,5,8,13.452542821412697,Mobile Development,17.63900393532081,38.842975206611555,16.00788856692623,48.58757062146893,56.896551724137936,15.534606813494346,57.71428571428571,56.043956043956065,22.285714285714278,32.5,Mobile Development
5,6,99,0,2,8,1,10,6,4,49.484648432167226,Game Development,41.59392933397939,57.438016528925615,60.053238007652354,68.92655367231639,64.36781609195403,66.12948036436153,59.428571428571416,63.736263736263744,68.28571428571428,22.5,UI/UX Design
9,5,69,10,10,5,3,10,6,3,62.52869800714772,DevOps Engineering,52.55280927951907,40.9090909090909,52.53377233153944,79.09604519774012,70.68965517241381,50.16063285714566,70.28571428571428,73.62637362637363,44.57142857142857,53.75000000000001,UI/UX Design
1,5,99,4,3,8,9,2,6,6,54.23491361471936,Data Science,59.866674916254205,85.53719008264463,71.84585761932036,29.943502824858754,39.08045977011495,76.07199631972298,39.428571428571416,39.56043956043957,88.28571428571428,65.0,DevOps Engineering
3,6,97,4,10,10,7,4,10,4,45.877458894035286,Mobile Development,53.86538429700741,84.71074380165288,64.07387351826121,67.79661016949153,77.01149425287356,68.37317515506355,80.0,68.13186813186813,83.14285714285712,73.75,Backend Development
4,4,82,10,9,8,7,2,5,2,58.537231492511275,Mobile Development,60.622794811382086,73.14049586776859,63.85989402044735,36.72316384180791,51.14942528735633,63.566127661389785,54.85714285714286,50.54945054945056,71.99999999999999,73.125,Backend Development
1,9,92,5,3,3,1,2,5,6,33.193257820871715,DevOps Engineering,17.69678547368026,41.32231404958679,44.1467030319948,20.90395480225988,17.24137931034483,49.82320335496929,17.71428571428571,14.285714285714288,63.71428571428572,23.125,DevOps Engineering
1,4,64,7,2,2,7,3,9,10,31.94883696632564,Software Testing,27.390136368107136,34.71074380165288,30.785432054292862,36.72316384180791,21.26436781609195,29.221231680879328,20.57142857142857,19.780219780219788,35.14285714285714,60.62500000000001,Software Testing
8,8,61,9,9,9,10,5,8,5,80.25593994367338,Data Science,87.71456458541522,66.52892561983471,66.19870436709017,63.2768361581921,70.68965517241381,59.6576022730106,72.57142857142857,70.32967032967032,43.99999999999999,90.62500000000001,Software Testing
2,7,89,0,10,2,7,4,4,9,30.287524275947032,Cloud Computing,26.61399225782243,46.69421487603306,46.092782563488704,38.418079096045204,34.48275862068966,50.30981226279367,37.71428571428571,41.758241758241766,61.7142857142857,28.750000000000004,DevOps Engineering
8,6,69,3,9,9,4,2,7,6,55.198947017426725,Mobile Development,55.67689240251609,48.347107438016536,47.294935231085994,44.632768361581924,58.62068965517242,45.64780807920849,62.28571428571429,50.54945054945056,34.0,45.0,Mobile Development
7,9,79,9,4,4,7,10,8,3,82.99363484806025,UI/UX Design,73.98430195151842,56.19834710743802,76.725556508214,74.57627118644069,56.32183908045978,74.63610077697996,52.571428571428584,61.53846153846154,65.42857142857143,73.75,Cybersecurity
2,6,87,10,9,2,8,2,9,5,49.49192419542658,Cybersecurity,43.68046526611167,60.33057851239669,60.68674477699785,43.50282485875706,33.90804597701148,62.387276193329434,37.71428571428571,31.868131868131872,78.57142857142857,78.75000000000001,Software Testing
6,6,52,0,3,10,3,6,5,10,26.408235315211975,Web Development,31.91033196576883,30.99173553719008,14.72216057560502,49.15254237288136,59.19540229885059,11.618579432398835,57.14285714285714,57.14285714285715,0.0,23.125,Web Development
6,4,77,8,7,1,10,7,3,8,59.58534264404568,DevOps Engineering,55.978405385718766,52.066115702479344,61.37442933587778,44.06779661016949,32.18390804597702,60.27973639426263,32.0,48.35164835164836,62.857142857142854,58.75,DevOps Engineering
3,7,75,10,7,4,2,10,4,9,37.94357794628961,DevOps Engineering,26.34560339218217,39.66942148760331,35.813571035402276,66.10169491525426,56.32183908045978,37.57554924858191,54.285714285714285,62.63736263736265,45.999999999999986,34.37500000000001,UI/UX Design
2,8,79,6,11,9,7,6,10,8,39.76174288521928,Mobile Development,46.75219113823236,69.0082644628099,46.3910332611442,78.5310734463277,82.183908045977,47.55720051021283,84.57142857142857,75.82417582417584,56.85714285714285,72.50000000000001,Mobile Development
1,5,62,6,8,9,5,7,6,3,33.08530937529364,Game Development,36.86049200749327,49.173553719008254,32.12912539326644,64.97175141242938,71.83908045977012,29.155797910832064,72.00000000000001,71.42857142857143,32.857142857142854,57.500000000000014,Mobile Development
6,5,62,4,10,4,5,1,10,9,43.80131769477876,DevOps Engineering,38.719745564173635,30.165289256198346,35.09516836149608,45.76271186440679,42.52873563218391,32.73851163964193,47.42857142857143,32.967032967032964,24.857142857142843,51.25000000000001,Software Testing
5,6,51,6,4,9,5,6,5,3,57.6095931113885,Web Development,58.078187051794714,40.08264462809918,40.63496422099907,49.71751412429379,57.47126436781609,33.78074530915764,56.00000000000001,58.24175824175825,17.142857142857142,54.375000000000014,Game Development
9,7,86,1,3,6,7,3,9,8,65.5131268370231,Cloud Computing,65.02580972069494,58.67768595041321,66.98938794781326,42.93785310734463,39.655172413793096,68.45136993488362,39.428571428571416,35.16483516483517,59.71428571428571,53.125,Cloud Computing
1,9,98,3,3,1,9,1,3,10,34.607263274355674,Cloud Computing,31.80553053624334,60.33057851239669,56.356769354940695,6.779661016949151,2.298850574712643,62.16556961057962,3.428571428571429,12.087912087912093,81.99999999999999,39.37500000000001,DevOps Engineering
7,4,87,6,5,10,8,8,2,9,67.23455326490479,Data Science,74.69251050044586,81.8181818181818,69.32990771377659,52.54237288135594,65.51724137931035,70.88446874057914,63.42857142857142,75.82417582417584,69.42857142857142,51.87500000000001,Backend Development
5,7,51,2,11,6,6,4,6,7,38.608294052368635,Backend Development,39.86966154098561,28.09917355371901,27.426600032936253,51.41242937853108,56.32183908045977,22.108526831336384,60.0,56.043956043956044,9.99999999999999,43.125,Mobile Development
5,7,85,1,1,9,7,10,7,4,53.654862638489085,UI/UX Design,59.153941104029585,67.7685950413223,61.41815260282332,71.75141242937853,67.816091954023,62.48118884062771,62.28571428571429,71.42857142857143,61.7142857142857,55.625,UI/UX Design
2,4,75,9,10,2,9,8,5,10,41.98997900469925,DevOps Engineering,39.90739136990245,52.066115702479344,46.5345779903769,62.14689265536724,50.0,46.53601095371715,50.857142857142854,61.538461538461554,57.71428571428571,61.875000000000014,UI/UX Design
3,6,60,1,3,6,6,10,1,9,32.02663339308762,Backend Development,33.69341810979928,34.29752066115702,27.689706536533098,51.41242937853108,50.0,25.231488987370387,45.714285714285715,64.83516483516483,19.714285714285708,22.5,Game Development
7,7,57,0,6,2,1,4,3,3,44.86470620779365,DevOps Engineering,28.10480922720479,2.892561983471071,31.361450445153245,28.24858757062147,23.563218390804597,27.587726920918538,24.571428571428573,26.37362637362638,9.142857142857142,6.875000000000001,Cybersecurity
6,5,93,4,3,4,4,4,3,3,69.3290488708767,DevOps Engineering,56.558735668026436,52.892561983471076,73.16292381816145,25.423728813559322,24.71264367816092,75.83806851347357,23.999999999999996,29.670329670329675,72.28571428571428,32.50000000000001,Cloud Computing
2,4,89,5,5,8,8,10,4,2,56.441612560465515,Data Science,60.027966637648944,75.61983471074379,68.20227205060725,67.2316384180791,67.81609195402298,69.41879686482163,64.57142857142857,78.02197802197804,76.85714285714286,61.875,Game Development
6,9,92,5,9,7,7,4,10,10,57.2407179456373,Mobile Development,58.8307749157579,71.900826446281,64.3023383305895,62.71186440677966,62.643678160919535,68.00617749028086,65.14285714285714,56.04395604395606,72.28571428571428,65.0,DevOps Engineering
2,8,71,8,2,9,3,6,6,3,51.93985617178025,Web Development,47.93160608995837,53.30578512396694,47.13198501369828,49.71751412429379,54.59770114942529,45.78666061774078,52.000000000000014,51.64835164835166,44.57142857142857,53.75000000000002,Web Development
2,6,69,3,11,7,10,9,5,1,44.760705812337584,Cybersecurity,53.25406468271431,59.09090909090911,51.42182755492931,74.57627118644068,75.86206896551725,47.84478721172195,76.57142857142857,85.71428571428572,50.28571428571429,68.75000000000001,Game Development
2,4,57,0,2,1,3,5,1,4,24.053917565192958,DevOps Engineering,11.605587044102382,5.371900826446283,20.159696581882358,18.644067796610166,10.344827586206897,17.17805046985185,8.571428571428571,20.879120879120883,12.285714285714286,6.874999999999998,Game Development
